DYN	brace-snippets-yaml.js	brace-snippets-yaml.js::module	<module>	ace.define	ace	define
DYN	utils.js	utils.js::3f814a566d9a75f9	parseSearch	search.substr	search	substr
UNK	utils.js	utils.js::3f814a566d9a75f9	parseSearch	<unresolved>	null	<unresolved>
UNK	utils.js	utils.js::cb86c741d6c44680	serializeSearch	<unresolved>	null	<unresolved>
UNK	utils.js	utils.js::cb86c741d6c44680	serializeSearch	<unresolved>	null	<unresolved>
DYN	utils.js	utils.js::cb9ffd0b63372c1d	btoa	Buffer.from	Buffer	from
DYN	utils.js	utils.js::cb9ffd0b63372c1d	btoa	str.toString	str	toString
DYN	utils.js	utils.js::cb9ffd0b63372c1d	btoa	buffer.toString	buffer	toString
DYN	utils.js	utils.js::2cf793b51b72e2f3	buildFormData	formArr.push	formArr	push
UNK	utils.js	utils.js::2cf793b51b72e2f3	buildFormData	<unresolved>	null	<unresolved>
UNK	utils.js	utils.js::2cf793b51b72e2f3	buildFormData	<unresolved>	null	<unresolved>
DYN	utils.js	utils.js::2cf793b51b72e2f3	buildFormData	formArr.join	formArr	join
UNK	utils.js	utils.js::9376e5f4300d535a	shallowEqualKeys	find	null	find
UNK	utils.js	utils.js::9376e5f4300d535a	shallowEqualKeys	eq	null	eq
UNK	utils.js	utils.js::d73ede0536657fa3	sanitizeUrl	braintreeSanitizeUrl	null	braintreeSanitizeUrl
DYN	utils.js	utils.js::b2e33aa57e0119f1	requiresValidationURL	uri.indexOf	uri	indexOf
DYN	utils.js	utils.js::b2e33aa57e0119f1	requiresValidationURL	uri.indexOf	uri	indexOf
DYN	utils.js	utils.js::7879f487d4f17f3d	getAcceptControllingResponse	responses.find	responses	find
DYN	utils.js	utils.js::7879f487d4f17f3d	getAcceptControllingResponse	k.startsWith	k	startsWith
DYN	utils.js	utils.js::7879f487d4f17f3d	getAcceptControllingResponse	res.get	res	get
DYN	utils.js	utils.js::7879f487d4f17f3d	getAcceptControllingResponse	responses.get	responses	get
UNK	utils.js	utils.js::7879f487d4f17f3d	getAcceptControllingResponse	<unresolved>	null	<unresolved>
UNK	utils.js	utils.js::7879f487d4f17f3d	getAcceptControllingResponse	<unresolved>	null	<unresolved>
DYN	utils.js	utils.js::7879f487d4f17f3d	getAcceptControllingResponse	defaultResponse.get	defaultResponse	get
UNK	utils.js	utils.js::e40c3747fdf6a34a	createDeepLinkPath	<unresolved>	null	<unresolved>
DYN	utils.js	utils.js::e40c3747fdf6a34a	createDeepLinkPath	str.trim	str	trim
UNK	utils.js	utils.js::443668b9deace91a	escapeDeepLinkPath	cssEscape	null	cssEscape
UNK	utils.js	utils.js::443668b9deace91a	escapeDeepLinkPath	<unresolved>	null	<unresolved>
DYN	utils.js	utils.js::219f0bea2e836285	getExtensions	defObj.filter	defObj	filter
UNK	utils.js	utils.js::219f0bea2e836285	getExtensions	<unresolved>	null	<unresolved>
DYN	utils.js	utils.js::29db581d32c9adaf	getCommonExtensions	defObj.filter	defObj	filter
UNK	utils.js	utils.js::29db581d32c9adaf	getCommonExtensions	<unresolved>	null	<unresolved>
UNK	utils.js	utils.js::1d5d1e994a85df82	deeplyStripKey	<unresolved>	null	<unresolved>
UNK	utils.js	utils.js::1d5d1e994a85df82	deeplyStripKey	predicate	null	predicate
DYN	utils.js	utils.js::05a52033f2018a2f	stringify	thing.toJS	thing	toJS
DYN	utils.js	utils.js::05a52033f2018a2f	stringify	thing.toString	thing	toString
DYN	utils.js	utils.js::404f1bb49dbbc1cc	numberToString	thing.toString	thing	toString
DYN	utils.js	utils.js::94739c48acb0799e	paramToIdentifier	param.get	param	get
DYN	utils.js	utils.js::94739c48acb0799e	paramToIdentifier	param.get	param	get
DYN	utils.js	utils.js::94739c48acb0799e	paramToIdentifier	generatedIdentifiers.push	generatedIdentifiers	push
DYN	utils.js	utils.js::94739c48acb0799e	paramToIdentifier	param.hashCode	param	hashCode
DYN	utils.js	utils.js::94739c48acb0799e	paramToIdentifier	generatedIdentifiers.push	generatedIdentifiers	push
DYN	utils.js	utils.js::94739c48acb0799e	paramToIdentifier	generatedIdentifiers.push	generatedIdentifiers	push
UNK	utils.js	utils.js::dab910b3a096d7a1	paramToValue	<unresolved>	null	<unresolved>
DYN	utils.js	utils.js::dab910b3a096d7a1	paramToValue	allIdentifiers.map	allIdentifiers	map
UNK	utils.js	utils.js::ba819a4991fa9c4b	generateCodeVerifier	<unresolved>	null	<unresolved>
UNK	utils.js	utils.js::ba819a4991fa9c4b	generateCodeVerifier	randomBytes	null	randomBytes
UNK	utils.js	utils.js::d374d79314b2682f	createCodeChallenge	<unresolved>	null	<unresolved>
UNK	utils.js	utils.js::d374d79314b2682f	createCodeChallenge	<unresolved>	null	<unresolved>
UNK	utils.js	utils.js::d374d79314b2682f	createCodeChallenge	shaJs	null	shaJs
UNK	utils.js	utils.js::4d7a92e2901b83d4	b64toB64UrlEncoded	<unresolved>	null	<unresolved>
UNK	utils.js	utils.js::4d7a92e2901b83d4	b64toB64UrlEncoded	<unresolved>	null	<unresolved>
DYN	utils.js	utils.js::4d7a92e2901b83d4	b64toB64UrlEncoded	str.replace	str	replace
DYN	utils.js	utils.js::8fccc47108a82b47	isEmptyValue	value.isEmpty	value	isEmpty
DYN	utils\url.js	utils\url.js::96e9bef9470d5608	isAbsoluteUrl	url.match	url	match
DYN	utils\url.js	utils\url.js::97122bf25fa3ae6c	addProtocol	url.match	url	match
codeaudit 0.1.0 — 798 chunks, 164 files, unknown-rate 56.0%, cycles 0, parse-errors 1

IMPURE
  chain=   1?→2  {io}       Store.buildSystem            system.js:80
  chain=   1  {io}       <module>                     plugins\oas3\wrap-components\model.jsx:1
  chain=   1  {io}       <module>                     plugins\oas3\wrap-components\online-validator-badge.js:1
  chain=   1  {io}       <module>                     plugins\oas3\wrap-components\version-stamp.jsx:1
  chain=   1  {io}       <module>                     window.js:1
  chain=   0  {io}       ResponseBody.render          components\response-body.jsx:53
  chain=   0  {io}       getDefinitionsByNames        plugins\auth\selectors.js:30
  chain=   0  {io}       parseDeepLinkHash            plugins\deep-linking\layout.js:54
  chain=   0  {io}       show                         plugins\deep-linking\layout.js:9
  chain=   0  {io}       downloadUrlPlugin            plugins\download-url.js:5
  chain=   0  {io}       resolveSpec                  plugins\spec\actions.js:84
  chain=   0?→2  {io}       Store.getWrappedAndBoundSelectors system.js:188
  chain=   0?→1  {io}       Store.getWrappedAndBoundActions system.js:159
  chain=   0  {io}       SwaggerUI                    index.js:12
  chain=   0  {io}       downloadSpec                 index.js:165
  chain=   0  {io}       loaded                       plugins\configs\actions.js:24
  chain=   0  {io}       OAS3ComponentWrapFactory     plugins\oas3\helpers.jsx:25
  chain=   0?→1  {io}       Store.getBoundSelectors      system.js:253
  chain=   0  {io}       ExamplesSelectValueRetainer  components\examples-select-value-retainer.jsx:34
  chain=   0  {io}       persistAuthorizationIfNeeded plugins\auth\actions.js:274
  chain=   0  {io}       authorizePassword            plugins\auth\actions.js:91
  chain=   0  {io}       scrollToElement              plugins\deep-linking\layout.js:120
  chain=   0  {io}       transformErrors              plugins\err\error-transformers\hook.js:10
  chain=   0  {io}       parseToJson                  plugins\spec\actions.js:58
  chain=   0  {io}       getYamlSampleSchema          utils.js:647
  chain=   0  {io}       makeWindow                   window.js:1
  chain=   0  {io}       ExamplesSelect               components\examples-select.jsx:10
  chain=   0  {io}       downloadConfig               plugins\configs\spec-actions.js:3
  chain=   0?→1  {io}       next                         plugins\download-url.js:26
  chain=   0  {io}       checkPossibleFailReasons     plugins\download-url.js:41
  chain=   0  {io}       getStyle                     syntax-highlighting.js:31
  chain=   0  {io}       wrapWithTryCatch             system.js:478
  chain=   0?→1  {io}       makeReducer                  system.js:462
  chain=   0?→1  {io}       callAfterLoad                system.js:334
  chain=   0?→1  {io}       getSampleSchema              utils.js:666
  chain=   0  {io}       extractFileNameFromContentDispositionHeader utils.js:241
  chain=   0  {io}       Model.render                 components\model.jsx:38
  chain=   0  {io}       Operation.render             components\operation.jsx:44
  chain=   0?→1  {io}       Markdown                     components\providers\markdown.jsx:21
  chain=   0  {io}       sanitizer                    components\providers\markdown.jsx:60
  chain=   0  {io}       next                         plugins\configs\spec-actions.js:14
  chain=   0?→3  {io}       buildReducer                 system.js:442
  chain=   0?→2  {io}       allReducers                  system.js:449
  chain=   0?→2  {io}       Store.getMapDispatchToProps  system.js:306
  chain=   0?→3  {io}       Store.register               system.js:66
  chain=   0?→1  {io}       <module>                     plugins\err\reducers.js:1
  chain=   0  {io}       <module>                     plugins\oas3\reducers.js:1
  chain=   0?→1  {io}       <module>                     plugins\oas3\wrap-components\auth-item.jsx:1
  chain=   0?→1  {io}       <module>                     plugins\oas3\wrap-components\json-schema-string.jsx:1
  chain=   0?→1  {io}       <module>                     plugins\oas3\wrap-components\markdown.jsx:1
  chain=   0  {io}       <module>                     plugins\spec\actions.js:1
  chain=   0  {io}       <module>                     plugins\spec\reducers.js:1
  chain=   0?→3  {io}       Store.constructor            system.js:34
  chain=   0?→4  {io}       Store.rebuildReducer         system.js:127

UNKNOWN (audit 假设为不纯)
  chain=   2?→-  {?}        safeBuildUrl                 utils\url.js:33
  chain=   1?→-  {?}        canAddProperty               plugins\samples\fn.js:273
  chain=   1?→-  {?}        Container.render             components\layout-utils.jsx:9
  chain=   1?→-  {?}        requestSnippetGenerator_curl_cmd plugins\request-snippets\fn.js:158
  chain=   1?→-  {?}        requestSnippetGenerator_curl_powershell plugins\request-snippets\fn.js:148
  chain=   1?→-  {?}        requestSnippetGenerator_curl_bash plugins\request-snippets\fn.js:153
  chain=   1?→-  {?}        sampleFromSchema             plugins\samples\fn.js:603
  chain=   1?→-  {?}        viewPlugin                   plugins\view\index.js:17
  chain=   1?→-  {?}        objectWithFuncs              proptypes.js:16
  chain=   1?→-  {?}        buildBaseUrl                 utils\url.js:11
  chain=   1?→-  {?}        buildUrl                     utils\url.js:18
  chain=   1?→-  {?}        App.render                   components\app.jsx:13
  chain=   1?→-  {?}        Button.render                components\layout-utils.jsx:121
  chain=   1?→-  {?}        Row.render                   components\layout-utils.jsx:101
  chain=   1?→-  {?}        Link.render                  components\layout-utils.jsx:210
  chain=   1?→-  {?}        <module>                     plugins\configs\index.js:1
  chain=   1?→-  {?}        <module>                     plugins\layout\selectors.js:1
  chain=   1?→-  {?}        WithMappedContainer.UNSAFE_componentWillReceiveProps plugins\view\root-injects.jsx:70
  chain=   1?→-  {?}        configureStore               system.js:497
  chain=   1?→-  {?}        Store.getSelectors           system.js:144
  chain=   0?→-  {?}        ResponseBody                 components\response-body.jsx:9
  chain=   0?→-  {?}        sampleFromSchemaGeneric      plugins\samples\fn.js:119
  chain=   0?→-  {?}        validateValueBySchema        utils.js:416
  chain=   0?→-  {?}        authorizeRequest             plugins\auth\actions.js:170
  chain=   0?→-  {?}        curlify                      plugins\request-snippets\fn.js:76
  chain=   0?→-  {?}        liftSampleHelper             plugins\samples\fn.js:49
  chain=   0?→-  {?}        executeRequest               plugins\spec\actions.js:374
  chain=   0?→-  {?}        validateUniqueItems          utils.js:369
  chain=   0?→-  {?}        Callbacks                    plugins\oas3\components\callbacks.jsx:6
  chain=   0?→-  {?}        hasUserEditedBody            plugins\oas3\selectors.js:64
  chain=   0?→-  {?}        validateShallowRequired      plugins\oas3\selectors.js:196
  chain=   0?→-  {?}        systemExtend                 system.js:356
  chain=   0?→-  {?}        Oauth2                       components\auth\oauth2.jsx:5
  chain=   0?→-  {?}        HighlightCode                components\highlight-code.jsx:10
  chain=   0?→-  {?}        ParameterRow                 components\parameter-row.jsx:9
  chain=   0?→-  {?}        Response                     components\response.jsx:27
  chain=   0?→-  {?}        stringifyObjectErrors        json-schema-components.jsx:351
  chain=   0?→-  {?}        definitionsForRequirements   plugins\auth\selectors.js:62
  chain=   0?→-  {?}        isAuthorized                 plugins\auth\selectors.js:75
  chain=   0?→-  {?}        getConfigByUrl               plugins\configs\spec-actions.js:9
  chain=   0?→-  {?}        makeNewMessage               plugins\err\error-transformers\transformers\not-of-type.js:17
  chain=   0?→-  {?}        taggedOperations             plugins\layout\spec-extensions\wrap-selector.js:2
  chain=   0?→-  {?}        RequestBody                  plugins\oas3\components\request-body.jsx:35
  chain=   0?→-  {?}        Servers                      plugins\oas3\components\servers.jsx:6
  chain=   0?→-  {?}        getSnippetGenerators         plugins\request-snippets\selectors.js:21
  chain=   0?→-  {?}        withErrorBoundary            plugins\safe-render\fn.jsx:7
  chain=   0?→-  {?}        requiredPropertiesToAdd      plugins\samples\fn.js:245
  chain=   0?→-  {?}        updateJsonSpec               plugins\spec\wrap-actions.js:8
  chain=   0?→-  {?}        withMappedContainer          plugins\view\root-injects.jsx:60
  chain=   0?→-  {?}        withRoot                     plugins\view\root-injects.jsx:20
  chain=   0?→-  {?}        getComponent                 plugins\view\root-injects.jsx:88
  chain=   0?→-  {?}        withSystem                   plugins\view\root-injects.jsx:8
  chain=   0?→-  {?}        getXmlSampleSchema           utils.js:607
  chain=   0?→-  {?}        parseSearch                  utils.js:681
  chain=   0?→-  {?}        systemThunkMiddleware        utils.js:173
  chain=   0?→-  {?}        SpecErrorItem                components\errors.jsx:87
  chain=   0?→-  {?}        Col.render                   components\layout-utils.jsx:38
  chain=   0?→-  {?}        ModelCollapse                components\model-collapse.jsx:6
  chain=   0?→-  {?}        Models                       components\models.jsx:5
  chain=   0?→-  {?}        Operations                   components\operations.jsx:12
  chain=   0?→-  {?}        ParamBody                    components\param-body.jsx:9
  chain=   0?→-  {?}        Parameters                   components\parameters\parameters.jsx:6
  chain=   0?→-  {?}        Response.render              components\response.jsx:79
  chain=   0?→-  {?}        getExampleComponent          components\response.jsx:10
  chain=   0?→-  {?}        JsonSchema_array             json-schema-components.jsx:123
  chain=   0?→-  {?}        preAuthorizeImplicit         plugins\auth\actions.js:47
  chain=   0?→-  {?}        parseYamlConfig              plugins\configs\helpers.js:3
  chain=   0?→-  {?}        readyToScroll                plugins\deep-linking\layout.js:110
  chain=   0?→-  {?}        onlyOAS3                     plugins\oas3\auth-extensions\wrap-selectors.js:10
  chain=   0?→-  {?}        HttpAuth                     plugins\oas3\components\http-auth.jsx:4
  chain=   0?→-  {?}        Servers.UNSAFE_componentWillReceiveProps plugins\oas3\components\servers.jsx:28
  chain=   0?→-  {?}        validateRequestBodyIsRequired plugins\oas3\selectors.js:19
  chain=   0?→-  {?}        onlyOAS3                     plugins\oas3\selectors.js:8
  chain=   0?→-  {?}        onlyOAS3                     plugins\oas3\spec-extensions\selectors.js:8
  chain=   0?→-  {?}        onlyOAS3                     plugins\oas3\spec-extensions\wrap-selectors.js:9
  chain=   0?→-  {?}        Markdown                     plugins\oas3\wrap-components\markdown.jsx:12
  chain=   0?→-  {?}        safeRenderPlugin             plugins\safe-render\index.js:7
  chain=   0?→-  {?}        handleMinMaxItems            plugins\samples\fn.js:223
  chain=   0?→-  {?}        requestResolvedSubtree       plugins\spec\actions.js:253
  chain=   0?→-  {?}        validateBeforeExecute        plugins\spec\selectors.js:480
  chain=   0?→-  {?}        taggedOperations             plugins\spec\selectors.js:254
  chain=   0?→-  {?}        mergerFn                     plugins\spec\selectors.js:50
  chain=   0?→-  {?}        getOAS3RequiredRequestBodyContentType plugins\spec\selectors.js:495
  chain=   0?→-  {?}        loaded                       plugins\swagger-js\configs-wrap-actions.js:1
  chain=   0?→-  {?}        handleProps                  plugins\view\root-injects.jsx:50
  chain=   0?→-  {?}        withConnect                  plugins\view\root-injects.jsx:36
  chain=   0?→-  {?}        Store.getActions             system.js:148
  chain=   0?→-  {?}        Store.process                system.js:278
  chain=   0?→-  {?}        Store.getBoundActions        system.js:272
  chain=   0?→-  {?}        buildFormData                utils.js:731
  chain=   0?→-  {?}        createObjWithHashedKeys      utils.js:92
  chain=   0?→-  {?}        propChecker                  utils.js:281
  chain=   0?→-  {?}        ApiKeyAuth                   components\auth\api-key-auth.jsx:4
  chain=   0?→-  {?}        AuthorizationPopup           components\auth\authorization-popup.jsx:4
  chain=   0?→-  {?}        AuthorizeOperationBtn        components\auth\authorize-operation-btn.jsx:4
  chain=   0?→-  {?}        Auths                        components\auth\auths.jsx:5
  chain=   0?→-  {?}        BasicAuth                    components\auth\basic-auth.jsx:5
  chain=   0?→-  {?}        ContentType                  components\content-type.jsx:8
  chain=   0?→-  {?}        DeepLink                     components\deep-link.jsx:4
  chain=   0?→-  {?}        Errors.render                components\errors.jsx:15
  chain=   0?→-  {?}        ThrownErrorItem              components\errors.jsx:62
  chain=   0?→-  {?}        ExamplesSelectValueRetainer.UNSAFE_componentWillReceiveProps components\examples-select-value-retainer.jsx:172
  chain=   0?→-  {?}        Execute                      components\execute.jsx:4
  chain=   0?→-  {?}        Headers.render               components\headers.jsx:13
  chain=   0?→-  {?}        handlePreventYScrollingBeyondElement components\highlight-code.jsx:33
  chain=   0?→-  {?}        Select                       components\layout-utils.jsx:132
